Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-28 15:22:55,User_6914,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,"Option ,Better time management",YouTube ,Slight improvement,More Engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-28 15:22:55,User_3520,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",YouTube ,Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_1102,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,"instagram,linkedin",Significant improvement,Less engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_9093,Computer science and Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Unsure,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Moodle ,Significant improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_1176,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,Educational app - Coursera ,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_3091,Cse,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Unsure,Enhanced understanding of subjects,Learning management system (Moodle),Slight improvement,Equally engaged,Sometimes,None,Nil,Through app usage statistics
2024-09-28 15:22:55,User_4482,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Chat gpt .,Slight improvement,More Engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_2151,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Option ,Better time management",Google,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_7574,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits","Coursera , simplilearn , Chatgpt , bard , blackbox ",Slight improvement,More Engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_4265,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Increased engagement, More efficient study habits",Educational Apps ,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_8085,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Coursera,Slight improvement,Equally engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_2459,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Zoom,Slight improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_4636,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Leetcode and sololearn,Slight improvement,Less engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_2656,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",YouTube Tutorials,Significant improvement,Less engaged,Yes,"Lack of interaction, Distractions",While using digital learning tools there should not be any notifications popping out that cause the distraction.,Through app usage statistics
2024-09-28 15:22:55,User_7403,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",Moodle,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_3499,CSE,Online Tutorials,Laptop,1-3 hours,Yes,"Option ,Better time management, More efficient study habits",Youtube,Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Have no idea,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_7003,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Zoom,Slight improvement,More Engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_3302,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement","Coursera,Nptel,Bentley",Slight improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_7430,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Youtube,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_2499,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,"Enhanced understanding of subjects, More efficient study habits","Moodle,Google classroom ",Slight improvement,Less engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:55,User_1298,CSE,Online Tutorials,Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Online tutorials via youtube,Slight improvement,Equally engaged,Sometimes,Distractions,To be more easy accessable and more understanding concepts ,Self-tracking
2024-09-28 15:22:55,User_6032,Artificial intelligence and data science ,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Coursera,No change,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Personalised learning & user interface ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_6721,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Option ,Better time management",Chat gpt .,Slight improvement,Equally engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_7021,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Option ,Better time management",Youtube,Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_3861,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,"Option ,Better time management, More efficient study habits",Youtube...anatomy learning app,Slight improvement,More Engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_8120,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Education apps,No change,Less engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_2849,Computer science and Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Unsure,Enhanced understanding of subjects,Grammarly,Slight improvement,Less engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_2638,ECE,Online Tutorials,Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Online tutorials via youtube,Slight improvement,Less engaged,Sometimes,"Lack of interaction, Distractions",-,I don’t track
2024-09-28 15:22:55,User_4132,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Chat gpt .,Slight improvement,More Engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_4696,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,"Increased engagement, More efficient study habits",Leetcode and sololearn,Slight improvement,Equally engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_2474,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,None,Google,No change,Equally engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_5998,ECE,Online Tutorials,Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Online tutorials ,Slight improvement,Equally engaged,Sometimes,"Lack of interaction, Distractions",-,I don’t track
2024-09-28 15:22:55,User_3396,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management","Moodle,Google classroom ",Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_8822,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Enhanced understanding of subjects, Option ,Better time management",YouTube & chatgpt,Significant improvement,Equally engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_2340,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Option ,Better time management",May be some apps,Slight improvement,Less engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_3072,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Option ,Better time management",Grammarly,Significant improvement,Less engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_4959,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Smartphone,1-3 hours,Yes,"Option ,Better time management",Youtube,Slight improvement,More Engaged,Sometimes,Technical issues,"Better audio/video quality 

",Self-tracking
2024-09-28 15:22:55,User_1620,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Moodle,Significant improvement,Equally engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_3991,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Youtube,No change,More Engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_6860,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,"Geeks of Geeks,W3schools",Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_9694,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Option ,Better time management",Moodle,Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_6370,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","google, youtube , chatgpt",Slight improvement,Less engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_9222,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Option ,Better time management",Chat GPT,Significant improvement,More Engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:55,User_5470,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,Enhanced understanding of subjects,"Sololearn , w3c school,geeks for geek",Slight improvement,Less engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_3035,Mbbs,"Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Smartphone,Less than 1 hour,Unsure,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Leetcode and sololearn,Slight improvement,Equally engaged,No,"Lack of interaction, Distractions",More diagrams and flowcharts,I don’t track
2024-09-28 15:22:55,User_3701,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Youtube...anatomy learning app,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_9511,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Online tutorials,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",While using digital learning tools there should not be any notifications popping out that cause the distraction.,Through app usage statistics
2024-09-28 15:22:55,User_3035,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",None ,Slight improvement,Less engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_6554,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Increased engagement, Option ,Better time management",Online learning platform like coursera etc,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:55,User_7175,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,Enhanced understanding of subjects,Learning management system (Moodle),No change,Less engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_1559,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Moodle,Slight improvement,Less engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_1513,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,Enhanced understanding of subjects,Google,Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_5531,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",Chat gpt .,Significant improvement,Equally engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_1770,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Pdf of books,Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_5732,CSE,Online Tutorials,Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits",Youtube,Significant improvement,Equally engaged,Sometimes,Distractions,To be more easy accessable and more understanding concepts ,Self-tracking
2024-09-28 15:22:55,User_6685,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Smartphone,Slight improvement,Equally engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_4046,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Online learning platform like coursera etc,Slight improvement,Equally engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_9307,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Option ,Better time management",Coursera,Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:55,User_1410,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Zoom,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_7661,CSE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Coursera,Slight improvement,More Engaged,Yes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_6187,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Educational app - Coursera ,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:55,User_6607,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,More efficient study habits,Zoom,No change,Equally engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_8335,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,More efficient study habits,Moodle,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_7887,ECE,Online Tutorials,Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Learning management system (Moodle),Slight improvement,Less engaged,Sometimes,"Lack of interaction, Distractions",-,I don’t track
2024-09-28 15:22:55,User_5800,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,"Youtube, NesoAcademy",Significant improvement,More Engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_6984,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Option ,Better time management","Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,Less engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_1241,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Moodle,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_9633,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,Increased engagement,Online tutorials,Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_4829,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Google,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_1082,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,More efficient study habits,Youtube...anatomy learning app,Significant improvement,Less engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_8664,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Increased engagement, More efficient study habits",YouTube,Slight improvement,More Engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_6622,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Option ,Better time management, More efficient study habits","Coursera , simplilearn , Chatgpt , bard , blackbox ",Slight improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_9916,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","Moodle,Google classroom ",Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_4745,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube,Slight improvement,Equally engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_7091,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,"Youtube , Notion",No change,More Engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_3165,Artificial intelligence and data science ,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","google, youtube , chatgpt",Slight improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Personalised learning & user interface ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_5207,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,More efficient study habits,Youtube,Significant improvement,Less engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_1873,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,May be some apps,Slight improvement,Equally engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_4089,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Option ,Better time management, More efficient study habits","unreal engine , figma",No change,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:55,User_7735,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",YouTube,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_1093,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Tutorials ,Slight improvement,Less engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_8168,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Option ,Better time management",Online tutorials ,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
